"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2517","@checklist 2. Heading levels are in a logical order","lau-edge","Thu Jul 31 14:54:16 BST 2025","passed","Thu Jul 31 14:54:19 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","2656","@checklist 6. Page Title is unique","lau-firefox","Thu Jul 31 14:53:50 BST 2025","passed","Thu Jul 31 14:53:53 BST 2025","@lau @deletedUsers","deletedUsers.spec.js","",""
"","2925","@checklist 10. Correct language","lau-safari","Thu Jul 31 14:53:28 BST 2025","passed","Thu Jul 31 14:53:31 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","2363","@checklist 9. Links are unique","lau-chrome","Thu Jul 31 14:54:14 BST 2025","passed","Thu Jul 31 14:54:17 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","2264","@checklist 1. Headings are visually distinct","lau-chromium","Thu Jul 31 14:53:12 BST 2025","passed","Thu Jul 31 14:53:15 BST 2025","@lau @deletedUsers","deletedUsers.spec.js","",""
"","2830","@checklist 1. Headings are visually distinct","lau-edge","Thu Jul 31 14:54:25 BST 2025","passed","Thu Jul 31 14:54:28 BST 2025","@lau @deletedUsers","deletedUsers.spec.js","",""
"","6043","@checklist 7. Colour contrast","lau-iphone","Thu Jul 31 14:55:02 BST 2025","passed","Thu Jul 31 14:55:09 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","1841","@checklist 5. Page Title is descriptive","lau-iphone","Thu Jul 31 14:54:52 BST 2025","passed","Thu Jul 31 14:54:54 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","2462","@checklist 3. Skip to main content link","lau-edge","Thu Jul 31 14:54:26 BST 2025","passed","Thu Jul 31 14:54:28 BST 2025","@lau @deletedUsers","deletedUsers.spec.js","",""
"","2783","@checklist 2. Heading levels are in a logical order","lau-firefox","Thu Jul 31 14:53:39 BST 2025","passed","Thu Jul 31 14:53:42 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","2640","@checklist 4. Page Title not missing","lau-firefox","Thu Jul 31 14:53:40 BST 2025","passed","Thu Jul 31 14:53:42 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","1988","@checklist 5. Page Title is descriptive","lau-chromium","Thu Jul 31 14:53:05 BST 2025","passed","Thu Jul 31 14:53:07 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","2127","@checklist 6. Page Title is unique","lau-chromium","Thu Jul 31 14:53:18 BST 2025","passed","Thu Jul 31 14:53:20 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","2279","@checklist @smoke 11. Error handling (LAU-1148)","lau-chromium","Thu Jul 31 14:53:12 BST 2025","passed","Thu Jul 31 14:53:14 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","2180","@checklist 5. Page Title is descriptive","lau-safari","Thu Jul 31 14:53:26 BST 2025","passed","Thu Jul 31 14:53:28 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","3384","@checklist 8. Links open in new tab","lau-edge","Thu Jul 31 14:54:31 BST 2025","passed","Thu Jul 31 14:54:35 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","3043","@checklist 6. Page Title is unique","lau-ipad","Thu Jul 31 14:55:09 BST 2025","passed","Thu Jul 31 14:55:12 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","2312","@checklist @smoke 11. Error handling (LAU-1148)","lau-edge","Thu Jul 31 14:54:33 BST 2025","passed","Thu Jul 31 14:54:35 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","1965","@checklist 8. Links open in new tab","lau-ipad","Thu Jul 31 14:55:09 BST 2025","passed","Thu Jul 31 14:55:11 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","2687","@checklist 9. Links are unique","lau-iphone","Thu Jul 31 14:55:03 BST 2025","passed","Thu Jul 31 14:55:06 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","2322","@checklist @smoke 11. Error handling (LAU-1148)","lau-firefox","Thu Jul 31 14:53:51 BST 2025","passed","Thu Jul 31 14:53:54 BST 2025","@lau @deletedUsers","deletedUsers.spec.js","",""
"","2584","@checklist 9. Links are unique","lau-ipad","Thu Jul 31 14:55:15 BST 2025","passed","Thu Jul 31 14:55:17 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","3219","@checklist 6. Page Title is unique","lau-chrome","Thu Jul 31 14:54:00 BST 2025","passed","Thu Jul 31 14:54:03 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","2770","@checklist 3. Skip to main content link","lau-edge","Thu Jul 31 14:54:30 BST 2025","passed","Thu Jul 31 14:54:33 BST 2025","@lau @logOnsAudit","logOnsAudit.spec.js","",""
"","2320","@checklist 8. Links open in new tab","lau-chrome","Thu Jul 31 14:54:00 BST 2025","passed","Thu Jul 31 14:54:03 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","3427","@checklist 7. Colour contrast","lau-safari","Thu Jul 31 14:53:27 BST 2025","passed","Thu Jul 31 14:53:30 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","2263","@checklist @smoke 11. Error handling (LAU-1148)","lau-safari","Thu Jul 31 14:53:24 BST 2025","passed","Thu Jul 31 14:53:26 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","2734","@checklist 9. Links are unique","lau-chrome","Thu Jul 31 14:54:05 BST 2025","passed","Thu Jul 31 14:54:08 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
"","1965","@checklist 5. Page Title is descriptive","lau-safari","Thu Jul 31 14:53:31 BST 2025","passed","Thu Jul 31 14:53:33 BST 2025","@lau @deletedUsers","deletedUsers.spec.js","",""
"","2229","@checklist 5. Page Title is descriptive","lau-ipad","Thu Jul 31 14:55:08 BST 2025","passed","Thu Jul 31 14:55:10 BST 2025","@lau @caseAudit","caseAudit.spec.js","",""
"","3148","@checklist 6. Page Title is unique","lau-firefox","Thu Jul 31 14:53:45 BST 2025","passed","Thu Jul 31 14:53:48 BST 2025","@lau @challengedSpecific","challengedAndSpecific.spec.js","",""
